bid,shelfmark,all_shelfmarks,title,responsibility,place,date,year,lang,possessor_field_Eco
CFIE019572,ECO.01.0074,ECO.01.0074,"Trismegistus christianus, seu Triplex cultus conscientiæ cælitum corporis. Auctore Hieremia Drexelio è Societate Iesu",,Coloniæ Agrippinæ,1631,1631,lat,yes
CFIE026582,ECO.01.0588/1,ECO.01.0588/1,"Johannis Petri Erici In ejusdem principio philologico promissa Anthropoglottogonia, sive Humanæ linguæ genesis. Partis primae tomus primus. Vbi de par",,Venetijs,1697,1697,lat,yes
CFIE005913,ECO.01.0617,ECO.01.0617,Èt ha-kedem. Cælum orientis et prisci mundi triade exercitationum literariarum repræsentatum  curisque  Thomae BangI ...,,Hauniæ,1657,1657,lat,yes
CFIE006135,ECO.01.0716/02,ECO.01.0716/02,"D.D.R.C.F. Noua, et arcana doctrina febrium. Quam ex sectione viuorum & mortuorum animaliuum, analysi quæ sit ignis & aquæ beneficio ... concinnauit L",,Lugduni,1641,1641,lat,yes
CFIE006137,ECO.01.0716/03,ECO.01.0716/03,"D.D.R.C.F. De abditis epidemion causis parænetica velitatio: secretioribus theologorum, politicorum, medicorum, physicorum, astrologorum, & historicor",,Lugduni,1641,1641,lat,yes
RAV0254664,ECO.04.0042,ECO.04.0042,Interpretazione e sovrainterpretazione,Umberto Eco,[Milano],1995,1995,ita,
CFIE010928,ECO.03.0072/02,ECO.03.0072/02,"Liber paramirum clarissimi doctissimique viri areoli Theophrasti Paracelsi, in quo vniuersalis, theorica physices & chirurgiae origines, & causae morb",,Basileae,1570,1570,lat,
TO00991097,ECO.01.0130,ECO.01.0130,La chevalerie,par Léon Gautier,Paris,1884,1884,fre,yes
TO00994611,ECO.01.0225,ECO.01.0225,Vol. 3,Carlo A-Valle,Torino,1854,1854,ita,yes
CFIE003711,ECO.01.0998,ECO.01.0998,"Histoire des Sevarambes, peuples qui habitent une partie du troisiéme continent, communément appellé la terre australe. Contenant unerelation du Gouve",,A Amsterdam,1716,1716,fre,
RAV0262164,ECO.02.0117/02,ECO.02.0117/02,Delle donne fiorentine di Dante Alighieri e del suo lungo soggiorno in Pisa ed in Lucca,[Carlo Troya],[S. l.,dopo il 1830],1830,ita,yes
CFIE000258,ECO.01.0954,ECO.01.0954,"Leuini Lemnii ... Occulta naturae miracula, ac varia rerum documenta, probabili ratione atque artifici coniectura duobus libris explicata, quae studio",,Antuerpiae,1561,1561,lat,yes
TO00994621,ECO.01.0225,ECO.01.0225,Vol. 4,di Carlo A-Valle,Torino,1855,1855,ita,yes
CFIE002515,ECO.01.0565/1,ECO.01.0565/1,"Responsio exetastica ad tractatum, incerto autore, nuper editum, cui titulus praeadamitae. Libri duo. Authore J. Pythio, ministro Jesu Christi in Svva",,Lugd. Batav.,1656,1656,lat,yes
CFIE004992,ECO.01.0598,ECO.01.0598,"Joh. Amos Comenii Orbis sensualium pictus quadrilinguis, hoc est, Omnium fundamentalium in mundo rerum, & in vita actionum, pictura et nomenclatura, G",,Norinbergæ,1666,1666,mul,yes
CFIE010531,ECO.01.0490,ECO.01.0490,"Dell'anima delle bestie, e sue funzioni, trattato del molto rev. p. Ignazio Gastoni Pardies della Compagnia di Giesù nel quale si disputa la celebre q",,In Venezia,1694,1694,ita,yes
CFIE023522,ECO.01.1093,ECO.01.1093,"2: Les diables a la douane, ou 7. entretien entre le diable boiteux et le diable borgne. Par mr. Le Noble. Tome second",,A Amsterdam,1708,1708,fre,yes
CFIE023585,ECO.01.0611,ECO.01.0611,Les oeuvres diverses de monsieur de Cyrano Bergerac. Tome premier [-second!. Enrichi de figures en taille douce,,A Amsterdam,1710,1710,fre,
CFI0873509,ECO.01.1056,ECO.01.1056,1,,Torino,1831,1831,ita,yes
CFI0873515,ECO.01.1056,ECO.01.1056,4,,Torino,1832,1832,ita,yes
CFI0873517,ECO.01.1056,ECO.01.1056,5,,Torino,1832,1832,ita,yes
CFI0873518,ECO.01.1056,ECO.01.1056,6,,Torino,1832,1832,ita,yes
MILE014694,ECO.01.0464,ECO.01.0464,L'homme de desir. Par l'auteur des erreurs & de la verite,,A Lyon,1790,1790,fre,
CFIE006684,ECO.01.0681,ECO.01.0681,Diui Isidori Hispal. episcopi Opera Philippi 2. cathol. regis iussu euetustis exemplaribus emendata,,Madriti,1599,1599,lat,
CFIE006686,ECO.01.0681,ECO.01.0681,[1],,Madriti,1599,1597,lat,yes
CFIE006688,ECO.01.0681,ECO.01.0681,2: Operum diui Isidori Hispal. episcopi pars altera,,Madriti,1599,1599,lat,yes
CFIE011546,ECO.01.0158,ECO.01.0158,"Ori Apollinis Niliaci, De sacris Aegyptiorum notis, Aegyptiace expressis libri duo, iconibus illustrati, & aucti",,Parisiis,1574,1574,lat,yes
TO00743113,ECO.01.0254/29,ECO.01.0254/29,Fama fraternitatis,"zum ersten Mal nach den Manuskripten bearbeitet, die vor dem Erstdruck von 1614 ",Haarlem,©1998,1998,ger,
CFI0915868,ECO.01.0133,ECO.01.0133,"Le Bestiaire divin de Guillaume, clerc de Normandie, trouvère du 13e. siècle",par M. C. Hippeau,Caen,1852,1852,fre,yes
RAV0166535,ECO.04.0028,ECO.04.0028,Stelle & stellette,Umberto Eco,Genova,\1991!,1991,ita,
RAV0166646,ECO.02.0041/01,ECO.02.0041/01,Nova polemica,di Lorenzo Stecchetti,Bologna,1893,1893,ita,yes
RAV0166654,ECO.02.0041/02,ECO.02.0041/02,Postuma,di Lorenzo Stecchetti (Mercutio),Bologna,1894,1894,ita,yes
RAV0032350,ECO.04.0024,ECO.04.0024,1: L'arte come mestiere,a cura di Umberto Eco,Milano,[1969],1969,ita,
VIAE018445,ECO.03.0077,ECO.03.0077,"Fasciculo de medicina. Collectorio uniuersalissimo chiamado fasciculo de medicina, extracto dalla achademia delli antiqui, & moderni approbati medici,",,,,1522,ita,yes
TO00515069,ECO.01.0224,ECO.01.0224,1: Età antiche,Carlo Avalle,Alessandria,1856,1856,ita,yes
MILE010543,ECO.01.0199,ECO.01.0199,"\3!: Hieroglyphicorum collectanea, ex veteribus, et neotericis descripta, in sex libros, ordine alphabetico digesta; et nunc primum Ioannis Pierij Val",,Lugduni,1626,1626,lat,yes
MILE010550,ECO.01.0199,ECO.01.0199,"\2!: Pro sacerdotum barbis ad clarissimum cardinalem Hyppolitum Medicem declamatio, authore Ioanne Pierio Valeriano Bellunensi, prius Romae cum Clemen",,Lugduni,1621,1621,lat,yes
CFI0627380,ECO.01.0936,ECO.01.0936,Les sciences et les arts occultes au 16. siècle,par m. Aug. Prost,Paris,,1881,fre,
VIA0203868,ECO.04.0050,ECO.04.0050,Storia della bellezza,a cura di Umberto Eco,[Milano],2010,2010,ita,
VIAE020839,ECO.01.0385,ECO.01.0385,"Clauis philosophiæ et alchymiæ fluddanæ. Siue Roberti Fluddi armigeri, et medicinæ doctoris, ad epistolicam Petri Gassendi theologi exercitationem res",,Francofurti,1633,1633,lat,yes
MILE011088,ECO.01.0629,ECO.01.0629,"Hermes, or A philosophical inquiry concerning universal grammar. By J. H",,London,1751,1751,eng,yes
CFI0862384,ECO.01.1056,ECO.01.1056,Africa,,,,1830,ita,
CFI0862385,ECO.01.1056,ECO.01.1056,America. -,,,,1831,ita,
CFI0862389,ECO.01.1056,ECO.01.1056,Asia,,,,1831,ita,
CFI0862390,ECO.01.1056,ECO.01.1056,Europa,,,,1831,ita,
CFI0873510,ECO.01.1056,ECO.01.1056,2,,Torino,1831,1831,ita,yes
CFI0873512,ECO.01.1056,ECO.01.1056,4,,Torino,1831,1831,ita,
CFI0873513,ECO.01.1056,ECO.01.1056,2,,Torino,1831,1831,ita,yes
CFI0873524,ECO.01.1056,ECO.01.1056,10.2,,Torino,1833,1833,ita,yes
MILE014627,ECO.01.0969,ECO.01.0969,"De la maladie d'amour, ou Melancholie erotique. Discours curieux qui enseigne a cognoistre l'essence, les causes, les signes, & les remedes de ce mal ",,A Paris,1623,1623,fre,yes
IEIE003988,ECO.02.0086,ECO.02.0086,"Monumens historiques, relatifs a la condamnation des chevaliers du temple, a l'abolition de leur ordre; par M. Raynouard, membre de l'Institut Impéria",,Paris,1813,1813,fre,yes
IEIE005900,ECO.02.0013,ECO.02.0013,1: La maçonnerie écossoise comparée avec les trois professions et le secret des templiers du 14. siècle. Premiere partie,[Nicolas de Bonneville],Orient de Londres,1788,1788,fre,yes
IEIE002935,ECO.02.0051,ECO.02.0051,Essai sur la secte des illuminés,,A Paris,1789,1789,fre,yes
IEIE005899,ECO.02.0013,ECO.02.0013,"Les jésuites chassés de la maçonnerie, et leur poignard brisé par les maçons",,Orient de Londres,1788,1788,fre,
SBL0013552,ECO.01.0254/16,ECO.01.0254/16,Alchemy and the occult,,New Haven,,1968,eng,
CBR0003006,ECO.01.0751,ECO.01.0751,L'ami et l'aimé,par Raymond Lulle,Paris,1921,1921,fre,yes
UBOE000392,ECO.01.0848,ECO.01.0848,Tractatus de hereticis: & sortilegijs omnifariam coitu: eorumque penis. Item de questionibus: & tortura: ac de relaxatione carceratorum domini Pauli G,,Veneunt Lugd.,1536,1536,lat,yes
UBOE000425,ECO.03.0071,ECO.03.0071,"Veræ alchemiæ artisque metallicæ, citra aenigmata, doctrina, certusque modus, scriptis tum nouis tum ueteribus nunc primùm & fideliter maiori ex parte",,Basileae,1561,1561,lat,yes
NAPE003425,ECO.01.0034,ECO.01.0034,Philippi Finella De planetaria naturali phisonomia,,Neapoli,1649,1649,lat,yes
NAPE007650,ECO.01.0644/1,ECO.01.0644/1,1: Dialogi di Antonio Brucioli della naturale philosophia humana,,In Venetia,1544,1544,ita,yes
NAPE007651,ECO.01.0644/3,ECO.01.0644/3,3: Dialogi di Antonio Brucioli delea [!] naturale philosophia,,In Venezia,1545,1545,ita,yes
NAPE007652,ECO.01.0644/2,ECO.01.0644/2,2: Dialogi di Antonio Brucioli. Della morale philosophia,,Stampato in Venetia,1544,1544,ita,yes
UBOE014732,ECO.02.0009,ECO.02.0009,"Oeuvres de maitre François Rabelais, avec des remarques historiques et critiques de Mr. le Duchat ... Tome premier [-troisieme]",,A Amsterdam,1741,1741,fre,
UBOE014739,ECO.02.0009,ECO.02.0009,2,,,1741,1741,fre,yes
UBOE000346,ECO.01.0087/01,ECO.01.0087/01,"Auli Gellii Noctium Atticarum libri vndeuiginti, (nam octauus preter capita desideratur) pluribus locis restitutis quam antehac integriores. Cum Ascen",,[Parigi],mense Septembri 1532,1532,lat,yes
UBOE000176,ECO.01.0155,ECO.01.0155,"Le vite delle donne illustri della Scrittura Sacra. Nuouamente descritte da Tommaso Garzoni da Bagnacauallo, canonico regolare lateran. predicatore. C",,In Venetia,1586,1586,ita,yes
UBOE008102,ECO.01.0368,ECO.01.0368,Veritas anagrammate explorata ad varia texenda encomia auctore Ioanne Baptista Beccio ... Subijciuntur opusculo pro coronide quaedam ex anagrammate de,,Patauii,1668,1668,lat,yes
NAPE010617,ECO.02.0087,ECO.02.0087,"Les Templiers, tragedie, par M. Raynouard; representee pour la premiere fois sur le Theatre Francais par les Comediens ordinaires de l'Empereur, le 24",,A Paris,an. XIII-1805,1805,fre,yes
NAPE013780,ECO.01.0037,ECO.01.0037,Libri tres neuorum Philippi Phinellae,,Antuerpiae,,1632,lat,yes
NAPE032755,ECO.01.0398,ECO.01.0398,Sefer had-diqduq we-hak-Kol hat-tēbōt šän-nimṣeū bi-Lšōn haq-Qōdäš Ioannis Reuchlini Phorcensis primi Graecae et sacrae Hebraicæ linguæ adeoque melior,,Basileae,1537,1537,heb,yes
NAPE033715,ECO.01.0737,ECO.01.0737,"Simonides redivivus, sive ars memoriæ, et oblivionis,(quam hodiè complures penitus ignorari scripserunt) tabulis expressa. Authore Adamo Bruxio Sprott",,Lipsiæ,1610,1610,lat,yes
UBOE027792,ECO.01.0501,ECO.01.0501,"Principes de l'etude comparative des langues, par le baron de Merian. Suivis d'observations sur les racines des langues semitiques; par. m. Klaproth",,Paris,1828,1828,fre,yes
NAPE068202,ECO.01.0605,ECO.01.0605,"Ioannis ab Indagine Introductiones apotelesmaticae in physiognomiam, complexiones hominum, astrologiam naturalem, naturas planetarum. Cum periaxiomati",,Augusta Trebocorum,1663,1663,lat,yes
NAPE069309,ECO.01.0451,ECO.01.0451,"Examen fucorum pseudo-chymicorum detectorum et in gratiam veritatis amantium succincte refutatorum, authore Michaele Maiero Com. pal. eq. ex. Med. D",,Francofurti,1417 [i.e. 1617],1617,lat,yes
NAPE069316,ECO.01.0946/02,ECO.01.0946/02,"Theoria philosophiae hermeticae, septem tractatibus, quorum primus est; 1. Verus Hermes. 2. Porta hermeticae sapientiae. 3. Silentium hermeticum. 4. A",,Hanoviae,1617,1617,lat,yes
UBOE032781,ECO.01.0124,ECO.01.0124,Incipiunt relationes deuotissimi abbatis Ioachini super statun sumorum Pontificum Romane Ecclesie,,[Venezia,1505-1527],1505,lat,yes
UBOE041497,ECO.01.0261/2,ECO.01.0261/2,"Dictionnaire raisonné des onomatopées françoises, par Charles Nodier ... Ouvrage adopte par la Commission d'instruction publique, pour les bibliothequ",,Paris,1828,1828,fre,yes
UBOE042553,ECO.01.0261/1,ECO.01.0261/1,"Examen critique des dictionnaires de la langue francoise, ou Recherches grammaticales et litteraires sur l'orthographe, l'acception, la definition et ",,Paris,1828,1828,fre,yes
UBOE069233,ECO.01.0935,ECO.01.0935,"Nouus malleus maleficarum sub quaestione de strigibus seu maleficis, r.p.f. Bartholomaei Spinei ... Vna cum tractatu De praeminentia sacrae theologiae",,Coloniae,1581,1581,lat,yes
NAPE058540,ECO.01.0702,ECO.01.0702,"El fenix de Minerva, y arte de memoria. De Don Ivan Velazquez de Azevedo : que enseña sin maestro a aprehender y retener..",,Con priuilegio en Madrid,1626,1626,spa,yes
NAPE068105,ECO.01.0967,ECO.01.0967,"Aureum vellus, oder, Guldin Schatz und Kunstkammer darinnen der aller fürnemisten, fürtreffenlichsten, ausserlesenesten, herrlichisten und bewhrtestẽ ",,Rorschach,1598-1599,1598,ger,
NAPE068106,ECO.01.0967,ECO.01.0967,1,,,,1598,ger,yes
NAPE069192,ECO.01.0895/01,ECO.01.0895/01,Tomo 1,,In Palermo,1793,1793,ita,yes
UBOE002236,ECO.01.0786,ECO.01.0786,"Joannis Trithemij Spanheimensis, ... Tomus 1. [-2.] Annalium Hirsaugiensium, opus nunquam hactenus editum, & ab eruditis semper desideratum. Complecte",,[San Gallo],1690,1690,lat,
UBOE002238,ECO.01.0786,ECO.01.0786,2,,,,1690,lat,yes
UBOE003688,ECO.01.0200,ECO.01.0200,"Les Hierogliyphiques de Ian-Pierre Valerian vulgarment nomme Pierius. Autrement, commentaires des lettres et figures sacrees des Aegyptiens & autres n",,Lyon,1615,1615,fre,yes
NAPE014571,ECO.01.0428,ECO.01.0428,"Athanasii Kircheri e Soc. Jesu Mundus subterraneus, in 12 libros digestus; quo divinum subterrestris mundi opificium, mira ergasteriorum naturæ in eo ",,Amstelodami,1664-1665,1664,lat,
NAPE015339,ECO.01.0044,ECO.01.0044,Tomo 2,,,,1820,ita,yes
UBOE014741,ECO.02.0009,ECO.02.0009,3,,,1741,1741,fre,yes
UBOE006159,ECO.01.1017,ECO.01.1017,"Vlyssis Aldrouandi ... Serpentum, et draconum historiae libri duo Bartholomaeus Ambrosinus ... summo labore opus concinnauit ... Cum indice memorabili",,Bononiae,1640,1640,lat,yes
NAPE015336,ECO.01.0044,ECO.01.0044,Lettere intorno alla mimica di G. G. Engel. Versione dal tedesco di G. Rasori. Aggiuntovi i capitoli sei sull'arte rappresentativa di L. Riccoboni,,Milano,1820,1820,ita,
NAPE015338,ECO.01.0044,ECO.01.0044,Tomo 1,,,,1820,ita,yes
UBOE014733,ECO.02.0009,ECO.02.0009,1,,,1741,1741,fre,yes
UM10093195,ECO.02.0067,ECO.02.0067,L'ebreo di Verona,[Antonio Bresciani],Fuligno,,1851,ita,
PAL0269401,ECO.01.0699/01,ECO.01.0699/01,Breve trattato intorno l'arte poetica,dettato dal prof. Gius.-Ignazio Montanari,Palermo,1846,1846,ita,yes
UFI0556385,ECO.02.0057,ECO.02.0057,Traité méthodique de science occulte,par Papus,Paris,1891,1891,fre,yes
PAR1235093,ECO.04.0084,ECO.04.0084,Pape Satàn aleppe,Umberto Eco,Milano,2016,2016,ita,
UM10033807,ECO.04.0013,ECO.04.0013,Opera aperta,Umberto Eco,Milano,1976,1976,ita,
UM10083829,ECO.01.0003,ECO.01.0003,Fisionomia e mimica,Paolo Mantegazza,Milano,1881,1881,ita,yes
UM10122854,ECO.04.0076,ECO.04.0076,13: L'antichità. Roma,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122952,ECO.04.0077,ECO.04.0077,"14: L'antichità. Vicino Oriente, Grecia, Roma",a cura di Umberto Eco,Milano,2011,2011,ita,
CFI0090154,ECO.04.0038,ECO.04.0038,Arte e bellezza nell'estetica medievale,Umberto Eco,Milano,1987,1987,ita,
UM10167230,ECO.02.0041/03,ECO.02.0041/03,Rime di Argia Sbolenfi,[Olindo Guerrini],Bologna,1899,1899,ita,yes
UM10122409,ECO.04.0066,ECO.04.0066,3: L'antichità. Grecia,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122416,ECO.04.0069,ECO.04.0069,6: L'antichità. Grecia,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122422,ECO.04.0071,ECO.04.0071,8: L'antichità. Grecia,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122424,ECO.04.0072,ECO.04.0072,9: L'antichità. Roma,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122824,ECO.04.0075,ECO.04.0075,12: L'antichità. Roma,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10123009,ECO.04.0078,ECO.04.0078,15: Il Medioevo. Alto Medioevo,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10116454,ECO.04.0030,ECO.04.0030,Come si fa una tesi di laurea,Umberto Eco,Milano,1977,1977,ita,
UM10122418,ECO.04.0070,ECO.04.0070,7: L'antichità. Grecia,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122585,ECO.04.0073,ECO.04.0073,10: L'antichità. Roma,a cura di Umberto Eco,Milano,2011,2011,ita,
PAR1197365,ECO.04.0060,ECO.04.0060,"[1]: Barbari, cristiani, musulmani",,Milano,2010,2010,ita,
SBL0280327,ECO.04.0016,ECO.04.0016,Il caso Bond,a cura di Oreste Del Buono e Umberto Eco,Milano,1965,1965,ita,
UM10084388,ECO.01.0687,ECO.01.0687,"Compendio della crittografia svelata, ossia L'arte di tradurre o dicifrare ogni scrittura in qualunque siasi carattere, ed in qualsivoglia lingua, sen",[da] C. F. Vesin,Firenze,1844,1844,ita,yes
UM10122412,ECO.04.0065,ECO.04.0065,2: L'antichità. Le civiltà del vicino Oriente,a cura di Umberto Eco,Milano,2011,2011,ita,
UM10122697,ECO.04.0074,ECO.04.0074,11: L'antichità. Roma,a cura di Umberto Eco,Milano,2011,2011,ita,
PAR1197892,ECO.04.0091,ECO.04.0091,Umberto Eco incontra Tommaso D'Aquino,,Milano,2010,2010,ita,
UFIE000948,ECO.01.0667,ECO.01.0667,"Demetrio Falereo della locuzione volgarizzato da Pier Segni accademico della Crusca detto l'Agghiacciato. Con postille al testo, ed esempli toscani, c",,In Firenze,1603,1603,ita,yes
UFI0316996,ECO.01.1070,ECO.01.1070,Le latin mystique,Remy de Gourmont,Paris,1930,1930,fre,yes
UFIE002946,ECO.01.0072,ECO.01.0072,Thomae Bartholini De unicornu observationes novae,,Amstelaedami,1678,1678,lat,yes
SBL0156251,ECO.01.0254/41,ECO.01.0254/41,Dialogo dell'imprese militari e amorose,Paolo Giovio,Roma,c1978,1978,ita,yes
LO11692905,ECO.01.1085,ECO.01.1085,"Die heilige Familie, oder Kritik der kritischen Kritik",von Friedrich Engels und Karl Marx,Frankfurt a. M.,1845,1845,ger,yes
PAL0108602,ECO.01.1044,ECO.01.1044,Saggio sull'onanismo,avvertimenti del celebre dottor Tissot,Messina,1835,1835,ita,
PARE033565,ECO.02.0134,ECO.02.0134,3,,,,1788,fre,yes
PARE033571,ECO.02.0134,ECO.02.0134,8,,,,1788,fre,yes
PARE033575,ECO.02.0134,ECO.02.0134,12,,,,1788,fre,yes
PARE057287,ECO.01.0478,ECO.01.0478,"The true intellectual system of the universe: the first part; wherein, all the reason and philosophy of atheism is confuted; and its impossibility dem",,London,1678,1678,eng,yes
PARE058588,ECO.01.0631,ECO.01.0631,"La langue des calculs, ouvrage posthume et elementaire, imprime sur les manuscrits autographes de l'auteur; dans lequel des observations, faites sur l",,A Paris,an 6. de la Republiq,1798,fre,
PARE058590,ECO.01.0631,ECO.01.0631,1,,,,1798,fre,yes
PARE058591,ECO.01.0631,ECO.01.0631,2,,,,1798,fre,yes
CFI0095171,ECO.04.0035,ECO.04.0035,Sugli specchi e altri saggi,Umberto Eco,Milano,1985,1985,ita,
UM10218408,ECO.01.0178,ECO.01.0178,A catalogue raisonne of works on the occult sciences ...,,London,1903-,1903,eng,
PAV0039223,ECO.04.0062,ECO.04.0062,"[3]: Castelli, mercanti, poeti",a cura di Umberto Eco,Milano,2011,2011,ita,
UMC0899653,ECO.01.0512,ECO.01.0512,Langage humain,[Umano],Berne,1900,1900,fre,yes
PARE033561,ECO.02.0134,ECO.02.0134,1,,,,1788,fre,yes
PARE033564,ECO.02.0134,ECO.02.0134,2,,,,1788,fre,yes
PARE033570,ECO.02.0134,ECO.02.0134,7,,,,1788,fre,yes
PARE033572,ECO.02.0134,ECO.02.0134,9,,,,1788,fre,yes
PARE033573,ECO.02.0134,ECO.02.0134,10,,,,1788,fre,yes
PARE033574,ECO.02.0134,ECO.02.0134,11,,,,1788,fre,yes
